Age;Education;Marital_Status;Income;Children;users_day;Costs;AcceptedCmp;Purchase;O
37;Bachelor;relationship;14796;1;3346;51;1;4;2
47;PhD;relationship;78128;1;2826;1264;2;18;2
49;Bachelor;relationship;14188;0;3182;75;0;6;2
35;Bachelor;relationship;20425;1;3304;57;0;5;2
59;Master;relationship;58646;1;2962;140;0;7;1
51;Graduation;Single;72967;1;3257;497;2;17;1
72;Master;relationship;48150;1;3023;266;0;10;1
60;Graduation;Single;82332;0;3346;2006;2;20;1
66;Graduation;Single;58275;2;3204;615;0;17;1
40;PhD;relationship;44953;0;3251;1021;1;23;2
68;Graduation;relationship;34587;2;2740;22;0;4;1
47;Master;relationship;43018;1;3230;133;0;6;1
67;Master;relationship;45736;1;3036;437;0;14;1
52;Master;relationship;66476;1;3139;1013;0;24;1
40;Bachelor;relationship;27733;1;3003;57;0;5;2
69;PhD;relationship;69805;1;2855;1038;0;25;2
59;Master;Single;72217;0;2964;1573;0;21;1
50;Graduation;Single;25818;1;3315;28;0;3;1
45;Master;relationship;37509;1;3263;123;0;7;1
45;Bachelor;relationship;25176;2;2960;13;0;3;2
41;Graduation;relationship;43586;1;3364;132;0;7;1
65;Bachelor;relationship;53230;1;3539;732;0;19;2
64;Graduation;relationship;50116;2;2705;66;1;5;1
49;Graduation;relationship;84906;0;3141;1631;3;23;1
55;Graduation;relationship;61286;1;3202;608;0;16;1
35;PhD;relationship;82333;0;3152;1822;2;17;2
56;PhD;relationship;65220;0;3538;1282;1;19;2
47;Graduation;relationship;33590;3;3171;8;0;3;1
45;Graduation;Single;30992;1;3129;43;0;4;1
45;Master;Single;72309;0;2934;1931;2;19;1
72;PhD;relationship;156924;0;3000;8;0;0;2
41;Bachelor;relationship;16005;1;3380;103;0;5;2
64;Master;Single;65487;0;2602;1169;0;14;1
56;Graduation;relationship;58692;1;2721;395;0;14;1
52;Graduation;Single;40590;2;3200;258;1;10;1
51;Graduation;Single;20587;1;2567;25;0;4;1
67;Master;Single;62637;1;2873;185;0;9;1
55;Master;Single;29435;2;3447;180;1;7;1
47;Graduation;Single;19346;1;2846;22;0;4;1
50;Graduation;relationship;35788;2;2853;44;0;5;1
53;Graduation;Single;36997;2;3239;94;0;7;1
64;Graduation;relationship;23539;0;2817;81;0;6;1
48;Graduation;Single;65333;1;2859;798;2;21;1
64;Graduation;Single;78499;0;2914;1334;2;18;1
50;PhD;relationship;29732;1;2792;38;0;4;2
61;Master;relationship;41275;3;2793;61;0;7;1
48;PhD;relationship;63516;2;3083;300;0;12;2
59;PhD;relationship;42769;1;2897;88;0;6;2
63;Master;relationship;49572;2;2892;54;0;5;1
49;Graduation;relationship;69209;0;3346;1782;1;14;1
45;Graduation;relationship;17148;1;2848;68;0;7;1
52;Graduation;Single;40590;2;3200;258;1;10;1
45;Master;relationship;30560;1;3063;31;0;4;1
38;Bachelor;relationship;32146;1;2537;66;0;6;2
57;Bachelor;Single;41713;2;2757;174;0;8;2
46;Master;relationship;34176;1;2854;28;0;4;1
66;PhD;relationship;58482;1;2539;731;1;20;2
56;Graduation;Single;59686;1;2851;274;0;11;1
57;PhD;relationship;60896;1;3292;1701;1;23;2
41;Graduation;relationship;62994;1;2783;312;0;12;1
64;Graduation;relationship;47320;1;3233;414;0;14;1
72;Bachelor;Single;74859;0;3176;1565;1;22;2
29;Bachelor;Single;15253;1;2940;29;0;4;2
47;PhD;Single;31560;1;3066;94;0;6;2
67;Graduation;Single;72071;1;3196;1338;0;17;1
31;Master;Single;91172;0;3155;1092;5;14;1
37;Graduation;relationship;90000;0;2884;1479;3;17;1
40;Graduation;Single;41967;2;2914;54;0;4;1
56;Graduation;Single;69263;1;2753;568;1;17;1
51;Bachelor;Single;65706;0;3062;1199;4;26;2
46;Graduation;relationship;60934;1;2859;873;0;21;1
70;Graduation;relationship;71965;1;3031;1213;0;14;1
66;Graduation;relationship;65210;1;2600;731;2;20;1
46;PhD;relationship;79174;0;2936;2043;3;18;2
54;Master;Single;81380;0;3250;1893;0;16;1
48;PhD;Single;48432;1;3315;424;0;14;2
50;Graduation;relationship;52914;1;3059;575;1;13;1
66;Graduation;relationship;38946;1;2944;257;0;10;1
47;Graduation;relationship;26067;1;3140;56;0;6;1
49;PhD;relationship;44325;1;3057;542;1;17;2
57;Graduation;relationship;42523;0;2763;125;0;6;1
43;Bachelor;Single;26487;1;3101;69;0;6;2
64;Bachelor;relationship;53233;1;2799;40;0;4;2
61;Graduation;relationship;67716;1;2967;1016;1;24;1
49;Master;relationship;76234;1;2723;907;1;22;1
65;PhD;relationship;84117;0;2567;1566;1;23;2
64;Master;relationship;65487;0;2602;1169;0;14;1
49;Bachelor;relationship;25224;1;2801;46;0;5;2
38;Master;Single;89616;0;3185;1644;1;24;1
50;Graduation;Single;40851;2;3189;59;0;4;1
74;Graduation;relationship;27469;0;3568;17;0;3;1
64;Bachelor;relationship;82347;0;3444;1853;3;24;2
64;Graduation;relationship;73803;1;3599;1528;2;20;1
69;Master;Single;8820;2;3160;35;0;6;1
47;Graduation;Single;43322;0;2765;141;0;7;1
48;Graduation;relationship;55593;1;3008;546;1;15;1
67;Graduation;relationship;50501;2;3072;500;2;13;1
46;Graduation;relationship;37085;2;2699;61;0;6;1
31;Bachelor;Single;16185;1;3113;106;0;6;2
52;Graduation;Single;57731;1;3279;704;0;22;1
48;PhD;Single;48432;1;3315;424;1;14;2
43;Graduation;relationship;73807;1;3209;849;0;21;1
31;Graduation;relationship;18929;0;3194;85;0;5;1
53;Graduation;Single;35893;2;3318;199;0;9;1
41;Graduation;relationship;61014;1;3294;1147;0;16;1
67;Graduation;relationship;32144;2;2794;54;1;6;1
58;Bachelor;relationship;14918;1;3413;43;0;4;2
58;Graduation;Single;45146;2;3045;53;0;4;1
66;Bachelor;Single;41769;1;3197;521;0;16;2
40;Graduation;relationship;88325;0;2754;1623;0;17;1
71;Master;Single;38054;2;2871;45;0;5;1
26;Bachelor;Single;80617;0;3262;1435;0;18;2
45;Graduation;relationship;5305;1;3030;32;0;1;1
67;Graduation;relationship;36807;2;3252;16;0;3;1
38;Graduation;relationship;28427;1;3161;52;0;5;1
73;PhD;Single;82032;0;2752;1234;0;17;2
43;Graduation;relationship;22775;1;3071;15;0;3;1
36;Master;relationship;40101;1;3319;415;0;13;1
42;Graduation;relationship;58025;1;2911;470;0;15;1
39;Master;Single;75777;0;3144;1438;3;20;1
42;Bachelor;relationship;7500;1;3055;53;0;7;2
58;Master;relationship;33562;3;2700;51;0;6;1
51;PhD;Single;57642;1;2632;679;1;19;2
53;Graduation;relationship;58554;2;3337;586;0;16;1
42;Graduation;relationship;63777;2;3158;653;0;18;1
59;Graduation;Single;57967;1;3179;468;0;14;1
43;Bachelor;relationship;52247.25135;0;3264;1679;1;1;2
49;Graduation;relationship;24434;2;2738;50;0;5;1
37;Graduation;Single;11012;1;3166;84;1;6;1
51;Master;Single;44802;0;3373;1049;0;25;1
35;Graduation;Single;26816;0;3377;22;0;3;1
44;Graduation;relationship;666666;1;3204;62;0;7;1
47;Graduation;relationship;34421;1;3234;30;0;3;1
54;Graduation;relationship;61223;1;3077;1341;0;16;1
75;PhD;relationship;64014;3;2597;444;1;15;2
40;Graduation;Single;56981;0;2851;1241;1;18;1
65;Master;relationship;69245;1;2852;843;0;21;1
67;PhD;relationship;52869;2;3318;172;1;8;2
